"TRIGRAMME","NOM_VALIDE","CD_NOM","STATUT_FR"
"Calher","Callitriche hermaphroditica L., 1755",159577,"Q"
"Calxvig","Callitriche x vigens K.Martinsson, 1991",717112,"P"
"Callen","Callitriche lenisulca Clavaud, 1890",87474,"P"
"Calobt","Callitriche obtusangula Le Gall, 1852",87476,"P"
"Calpal2","Callitriche palustris L., 1753",87478,"P"
"Calpla","Callitriche platycarpa Kütz., 1842",87480,"P"
"Calsta","Callitriche stagnalis Scop., 1772",87484,"P"
"Calter","Callitriche terrestris Raf., 1808",610689,"M"
"Caltru","Callitriche truncata Guss., 1826",87486,"P"
"Caltrutru","Callitriche truncata subsp. truncata Guss., 1826",132444,"P"
"Caltruocc","Callitriche truncata subsp. occidentalis (Rouy) Braun-Blanq., 1929",132443,"P"
"Hippuris","Hippuris L., 1753",193305,"P"
"Hipvul","Hippuris vulgaris L., 1753",102870,"P"
"Cheloneae","Cheloneae Benth., 1846",851794,"P"
"Penstemon","Penstemon Schmidel, 1762",932090,"P"
"Penxhyb","Penstemon x hybridus hort., 1873",112684,"M"
"Digitalideae","Digitalideae Dumort., 1829",851791,"P"
"Digitalis","Digitalis L., 1753",191776,"P"
"Diggra","Digitalis grandiflora Mill., 1768",94942,"P"
"Digxfuc","Digitalis x fucata Ehrh., 1792",94961,"P"
"Digxful","Digitalis x fulva Lindl., 1821",94962,"P"
"Digxmed","Digitalis x media Roth, 1806",94947,"P"
"Digxmer","Digitalis x mertonensis B.H.Buxton & C.D.Darl., 1931",94965,"M"
"Diglan","Digitalis lanata Ehrh., 1792",161486,"M"
"Diglut","Digitalis lutea L., 1753",94945,"P"
"DigmicxDigpur","Digitalis micrantha x Digitalis purpurea",611106,"P"
"Digmic","Digitalis micrantha Roth ex Schweigg., 1984",611107,"Q"
"Digpur","Digitalis purpurea L., 1753",94959,"P"
"Digpurpur","Digitalis purpurea subsp. purpurea L., 1753",762153,"P"
"Erinus","Erinus L., 1753",192291,"P"
"Erialp2","Erinus alpinus L., 1753",96834,"P"
"Globularieae","Globularieae Rchb., 1837",851792,"P"
"Globularia","Globularia L., 1753",192816,"P"
"Gloaly","Globularia alypum L., 1753",100335,"P"
"Globis","Globularia bisnagarica L., 1753",100338,"P"
"Glocor","Globularia cordifolia L., 1753",100340,"P"
"Glofux","Globularia fuxeensis Giraudias, 1889",611296,"P"
"Gloxbol","Globularia x bolosii Sennen, 1912",100358,"P"
"Gloxcun","Globularia x cunyi P.Fourn., 1938",100359,"P"
"Glonud","Globularia nudicaulis L., 1753",100348,"P"
"Glorep","Globularia repens Lam., 1779",100350,"P"
"Glovul","Globularia vulgaris L., 1753",100356,"P"
"Gratioleae","Gratioleae Benth., 1835",851789,"P"
"Gratiola","Gratiola L., 1753",192941,"P"
"Graneg","Gratiola neglecta Torr., 1819",611129,"M"
"Graoff","Gratiola officinalis L., 1753",100576,"P"
"Plantagineae","Plantagineae Dumort., 1829",851795,"P"
"Littorella","Littorella Bergius, 1768",194225,"P"
"Lituni","Littorella uniflora (L.) Asch., 1864",106419,"P"
"Plantago","Plantago L., 1753",196360,"P"
"Plaafr","Plantago afra L., 1762",113804,"P"
"Plaalb","Plantago albicans L., 1753",113805,"P"
"PlaalpxPlahol","Plantago alpina x Plantago holosteum",611398,"P"
"Plaalp4","Plantago alpina L., 1753",113806,"P"
"Plaalt","Plantago altissima L., 1762",113807,"M"
"Plaare","Plantago arenaria Waldst. & Kit., 1802",113809,"P"
"Plaarg","Plantago argentea Chaix, 1785",113810,"P"
"Plaari","Plantago aristata Michx., 1803",113812,"M"
"Plaatr","Plantago atrata Hoppe, 1799",113815,"P"
"Plaatratr","Plantago atrata subsp. atrata Hoppe, 1799",138872,"P"
"Plaatrfus","Plantago atrata subsp. fuscescens (Jord.) Pilg., 1937",138873,"P"
"Plaatrhol","Plantago atrata subsp. holosericea (Gaudin ex Roem. & Schult.) Holub, 1970",138874,"P"
"Plabel","Plantago bellardii All., 1785",113816,"P"
"Placap","Plantago capitellata Ramond ex DC., 1805",113825,"P"
"Placor","Plantago cornutii Gouan, 1773",113838,"P"
"Placor2","Plantago coronopus L., 1753",113842,"P"
"Placorcor","Plantago coronopus subsp. coronopus L., 1753",138881,"P"
"Placorhum","Plantago coronopus subsp. humilis (Guss.) Gamisans, 1988",138882,"P"
"Placra3","Plantago crassifolia Forssk., 1775",113843,"P"
"Plaxarg","Plantago x argyrostachys Simonk.",113996,"P"
"Plaxbea","Plantago x beauverdii Pilg., 1933",113997,"P"
"Plaxmix","Plantago x mixta Domin, 1933",114000,"P"
"Plalag","Plantago lagopus L., 1753",113889,"P"
"Plalan","Plantago lanceolata L., 1753",113893,"P"
"Plalanlan","Plantago lanceolata var. lanceolata L., 1753",149531,"P"
"Plalanlan2","Plantago lanceolata var. lanuginosa Bluff & Fingerh., 1825",149532,"P"
"Plalansph","Plantago lanceolata var. sphaerostachya Mert. & W.D.J.Koch, 1823",149536,"P"
"Plalantim","Plantago lanceolata var. timbalii (Jord.) Gaut., 1898",149537,"P"
"Plamaj","Plantago major L., 1753",113904,"P"
"Plamajmaj","Plantago major subsp. major L., 1753",138901,"P"
"Plamajple","Plantago major subsp. pleiosperma Pilg., 1937",138903,"P"
"Plamar","Plantago maritima L., 1753",113905,"P"
"Plamarmar","Plantago maritima subsp. maritima L., 1753",138907,"P"
"Plamarser","Plantago maritima subsp. serpentina (All.) Arcang., 1882",138908,"P"
"Plamed2","Plantago media L., 1753",113906,"P"
"Plamedmed","Plantago media subsp. media L., 1753",138909,"P"
"Plamon","Plantago monosperma Pourr., 1788",113914,"P"
"Plaova","Plantago ovata Forssk., 1775",113924,"M"
"Plapen","Plantago pentasperma Hemsl., 1884",780148,"A"
"Plarap","Plantago rapensis F.Br.",445892,"A"
"Plarup","Plantago rupicola Pilg.",445893,"A"
"Plasar","Plantago sarda C.Presl, 1845",113951,"P"
"Plasem","Plantago sempervirens Crantz, 1766",113957,"P"
"Plasqu","Plantago squarrosa Murray, 1781",611397,"M"
"Plasta","Plantago stauntonii Reichardt, 1871",780149,"A"
"Plasub","Plantago subulata L., 1753",113975,"P"
"Plavir","Plantago virginica L., 1753",113992,"I"
"Plawel","Plantago weldenii Rchb., 1831",113994,"P"
"Sibthorpieae","Sibthorpieae Benth., 1846",851797,"P"
"Sibthorpia","Sibthorpia L., 1753",197636,"P"
"Sibeur","Sibthorpia europaea L., 1753",123179,"P"
"Veroniceae","Veroniceae Duby, 1828",851798,"P"
"Veronica","Veronica L., 1753",198883,"P"
"Veraci","Veronica acinifolia L., 1762",128782,"P"
"Veragr","Veronica agrestis L., 1753",128786,"P"
"Verall","Veronica allionii Vill., 1779",128787,"P"
"Veralp","Veronica alpina L., 1753",128789,"P"
"Verana","Veronica anagallis-aquatica L., 1753",128792,"P"
"Verana2","Veronica anagalloides Guss., 1826",128793,"P"
"Verang","Veronica angustifolia (Vahl) Bernh., 1806",128794,"P"
"Veraph","Veronica aphylla L., 1753",128797,"P"
"Verarv","Veronica arvensis L., 1753",128801,"P"
"Veraus","Veronica austriaca L., 1759",128803,"I"
"Verausaus","Veronica austriaca subsp. austriaca L., 1759",142136,"Q"
"Verausden","Veronica austriaca subsp. dentata (F.W.Schmidt) Watzl, 1910",142137,"Q"
"Verausjac","Veronica austriaca subsp. jacquinii (Baumg.) Watzl, 1910",955198,"I"
"Verbec","Veronica beccabunga L., 1753",128808,"P"
"Verbecbec","Veronica beccabunga subsp. beccabunga L., 1753",142142,"P"
"Verbel","Veronica bellidioides L., 1753",128810,"P"
"Verbra","Veronica brachysiphon (Summerh.) Bean, 1934",945605,"M"
"Vercan","Veronica cantabrica (Laínz) Aedo, 1994",611317,"P"
"Vercat","Veronica catenata Pennell, 1921",128829,"P"
"Vercha","Veronica chamaedrys L., 1753",128832,"P"
"Verchacha","Veronica chamaedrys subsp. chamaedrys L., 1753",142144,"P"
"Vercym","Veronica cymbalaria Bodard, 1798",128842,"P"
"Verdil","Veronica dillenii Crantz, 1769",128854,"P"
"Verell","Veronica elliptica G.Forst., 1786",128857,"Y"
"Verfil","Veronica filiformis Sm., 1791",128863,"I"
"Verfru","Veronica fruticans Jacq., 1762",128871,"P"
"Verfru2","Veronica fruticulosa L., 1762",128872,"P"
"Vergen","Veronica gentianoides Vahl, 1790",611316,"M"
"Vergla","Veronica glauca Sm., 1806",611318,"M"
"Verhed","Veronica hederifolia L., 1753",128880,"P"
"Verxamp","Veronica x amphibola Hausskn., 1894",129040,"P"
"Verxand","Veronica x andersonii Lindl. & Paxton, 1851",160041,"M"
"Verxfra","Veronica x franciscana Eastw., 1943",129041,"M"
"Verxgod","Veronica x godronii Rouy, 1909",129042,"P"
"Verxgra","Veronica x gracilis Uechtr. ex Velen., 1886",129043,"P"
"Verxjoh","Veronica x johannis-wagneri Borsos, 1923",129045,"P"
"Verxlac","Veronica x lackschewickii J.Keller, 1942",129046,"P"
"Verxlew","Veronica x lewisii J.B.Armstr., 1881",129047,"M"
"Verxmac","Veronica x macrosperma C.Schust., 1905",129048,"P"
"Verxmon","Veronica x montaniformis Murr, 1907",129049,"P"
"Verxpre","Veronica x prechtelsbaueri C.Schust., 1907",129053,"P"
"Verxram","Veronica x ramosa Otruba, 1928",129054,"P"
"Verxsoo","Veronica x sooana Borsos, 1967",129055,"P"
"Verxtri","Veronica x tridentina Murr, 1907",129056,"P"
"Verxwie","Veronica x wiesbauriana C.Schust., 1905",129058,"P"
"Verxwil","Veronica x wildtii C.Schust., 1907",129059,"P"
"Verlon","Veronica longifolia L., 1753",128907,"P"
"Vermon","Veronica montana L., 1755",128924,"P"
"Vernum","Veronica nummularia Gouan, 1773",128932,"P"
"Veroch","Veronica ochracea (Ashwin) Garn.-Jones, 2007",945606,"M"
"Veroff","Veronica officinalis L., 1753",128938,"P"
"Veropa","Veronica opaca Fr., 1819",128940,"I"
"Verors","Veronica orsiniana Ten., 1830",128942,"P"
"Verpan","Veronica panormitana Tineo ex Guss., 1832",128951,"M"
"Verper","Veronica peregrina L., 1753",128954,"I"
"Verper2","Veronica persica Poir., 1808",128956,"I"
"Verpol","Veronica polita Fr., 1819",128963,"P"
"Verpon","Veronica ponae Gouan, 1773",128969,"P"
"Verpra","Veronica praecox All., 1789",128970,"P"
"Verpro","Veronica prostrata L., 1762",128975,"P"
"Verpum","Veronica pumila All., 1785",128980,"Q"
"Verrak","Veronica rakaiensis J.B.Armstr., 1881",160147,"M"
"Verrap","Veronica rapensis F.Br., 1935",453664,"A"
"Verrep","Veronica repens Clarion ex DC., 1805",128986,"P"
"Versal","Veronica salicifolia G.Forst., 1786",945616,"M"
"Versat","Veronica saturejifolia Poit. & Turpin, 1808",128996,"P"
"Verscu","Veronica scutellata L., 1753",129000,"P"
"Verser","Veronica serpyllifolia L., 1753",129003,"P"
"Verserser","Veronica serpyllifolia subsp. serpyllifolia L., 1753",142164,"P"
"Verserhum","Veronica serpyllifolia subsp. humifusa (Dicks.) Syme, 1866",142160,"P"
"Verspi","Veronica spicata L., 1753",129007,"P"
"Verspispi","Veronica spicata subsp. spicata L., 1753",142170,"P"
"Versub","Veronica sublobata M.Fisch., 1967",129016,"P"
"Verteu","Veronica teucrium L., 1762",129022,"P"
"Vertri","Veronica triloba (Opiz) A.Kern., 1896",129031,"P"
"Vertri2","Veronica triphyllos L., 1753",129032,"P"
"Verurt","Veronica urticifolia Jacq., 1773",129033,"P"
"Verver2","Veronica verna L., 1753",129034,"P"
"Ververver","Veronica verna subsp. verna L., 1753",142185,"P"
"Ververbre","Veronica verna subsp. brevistyla (Moris) Rouy, 1909",142183,"P"
"Schvio","Schlegelia violacea (Aubl.) Griseb., 1862",732761,"A"
"Scrophulariaceae","Scrophulariaceae Juss., 1789 [nom. cons.]",187408,"P"
"Buddlejeae","Buddlejeae Bartl., 1830",995675,"I"
"Buddleja","Buddleja L., 1753",190093,"I"
"Budalb","Buddleja albiflora Hemsl., 1889",86866,"I"
"Budalt","Buddleja alternifolia Maxim., 1880",160931,"M"
"Buddav","Buddleja davidii Franch., 1887",86869,"J"
"Budglo","Buddleja globosa Hope, 1782",86870,"M"
"Budxint","Buddleja x intermedia Carrière, 1873",86875,"M"
"Budxwey","Buddleja x weyeriana Weyer, 1920",86876,"M"
"Budjap","Buddleja japonica Hemsl., 1889",86872,"M"
"Budlin","Buddleja lindleyana Fortune ex Lindl., 1844",86873,"M"
"Hemimerideae","Hemimerideae Benth., 1835",995678,"M"
"Diascia","Diascia Link & Otto, 1820",191699,"M"
"Diaana","Diascia anastrepta Hilliard & B.L.Burtt, 1983",94895,"M"
"Diafet","Diascia fetcanensis Hilliard & B.L.Burtt, 1984",94896,"M"
"Diaint","Diascia integerrima E.Mey. ex Benth., 1836",94897,"M"
"Diarig","Diascia rigescens E.Mey. ex Benth., 1836",94898,"M"
"Diavig2","Diascia vigilis Hilliard & B.L.Burtt, 1983",94899,"M"
"Capbif","Capraria biflora L., 1753",629262,"A"
"Limoselleae","Limoselleae Dumort., 1827",995676,"P"
"Limosella","Limosella L., 1753",194165,"P"
"Limaqu","Limosella aquatica L., 1753",106128,"P"
"Limaus","Limosella australis R.Br., 1810",106129,"Q"
"Myoporeae","Myoporeae Rchb., 1837",995674,"M"
"Myoporum","Myoporum Banks & Sol. ex G.Forst., 1786",194998,"M"
"Myolae","Myoporum laetum G.Forst., 1786",108979,"M"
"Myorap","Myoporum rapense F.Br., 1935",445815,"A"
"Myoraprap","Myoporum rapense subsp. rapense F.Br., 1935",810285,"A"
"Myorim","Myoporum rimatarense F.Br.",445816,"A"
"Myosto2","Myoporum stokesii F.Br.",445817,"A"
"Myoten","Myoporum tenuifolium G.Forst., 1786",108980,"M"
"Scrophularieae","Scrophularieae Dumort., 1827",995672,"P"
"Scrophularia","Scrophularia L., 1753",197537,"P"
"Scralp","Scrophularia alpestris J.Gay ex Benth., 1846",121995,"P"
"Scraur","Scrophularia auriculata L., 1753",121999,"P"
"Scrauraur","Scrophularia auriculata subsp. auriculata L., 1753",612565,"P"
"Scrcan","Scrophularia canina L., 1753",122003,"P"
"Scrcancan","Scrophularia canina subsp. canina L., 1753",140822,"P"
"Scrcanbic","Scrophularia canina subsp. bicolor (Sibth. & Sm.) Greuter, 1967",140821,"Q"
"Scrcanhop","Scrophularia canina subsp. hoppei (W.D.J.Koch) P.Fourn., 1937",140824,"P"
"Scrcanpin","Scrophularia canina subsp. pinnatifida (Brot.) J.-M.Tison, 2010",612566,"P"
"Scrcandes","Scrophularia canina var. deschatresii Gamisans, 1992",151351,"P"
"Scrcanpin2","Scrophularia canina var. pinnatifida (Brot.) J.-M. Tison, 2010",718773,"P"
"Scrcanram","Scrophularia canina subsp. ramosissima (Loisel.) Bonnier & Layens, 1894",140827,"P"
"Scrluc","Scrophularia lucida L., 1759",122019,"Q"
"Scrlyr","Scrophularia lyrata Willd., 1809",122021,"Q"
"Scrnod","Scrophularia nodosa L., 1753",122028,"P"
"Scrobl","Scrophularia oblongifolia Loisel., 1827",122029,"P"
"Scroblobl","Scrophularia oblongifolia subsp. oblongifolia Loisel., 1827",612567,"P"
"Scroblnee","Scrophularia oblongifolia subsp. neesii (Wirtg.) B.Bock, 2012",613680,"P"
"Scroblumb","Scrophularia oblongifolia subsp. umbrosa (Dumort.) Gamisans, 1992",140831,"P"
"Scrper","Scrophularia peregrina L., 1753",122032,"P"
"Scrpro","Scrophularia provincialis Rouy, 1909",122036,"E"
"Scrpyr","Scrophularia pyrenaica Benth., 1846",122038,"P"
"Scrsco","Scrophularia scorodonia L., 1753",122046,"P"
"Scrtri","Scrophularia trifoliata L., 1759",122056,"P"
"Scrver","Scrophularia vernalis L., 1753",122060,"P"
"Verbascum","Verbascum L., 1753",198879,"P"
"Verarc","Verbascum arcturus L., 1753",160907,"M"
"Verbla","Verbascum blattaria L., 1753",128543,"P"
"Verboe","Verbascum boerhavii L., 1767",128546,"P"
"Vercha2","Verbascum chaixii Vill., 1779",128555,"P"
"Verchacha2","Verbascum chaixii subsp. chaixii Vill., 1779",142090,"P"
"Vercon","Verbascum conocarpum Moris, 1828",128558,"P"
"Verconcon","Verbascum conocarpum subsp. conocarpum Moris, 1828",142091,"I"
"Verconcon2","Verbascum conocarpum subsp. conradiae Jeanm., 1992",142092,"E"
"Vercre","Verbascum creticum (L.) Kuntze, 1891",128563,"I"
"Verden","Verbascum densiflorum Bertol., 1810",128567,"P"
"Verden2","Verbascum dentifolium Delile, 1836",717890,"M"
"Vereri","Verbascum eriophorum Godr., 1853",717891,"M"
"Vergal","Verbascum galilaeum Boiss., 1853",717892,"M"
"Vergla2","Verbascum glandulosum Delile, 1849",717893,"M"
"Verglo","Verbascum glomeratum Boiss., 1844",717894,"M"
"Vergna","Verbascum gnaphalodes M.Bieb., 1819",717895,"M"
"Verxamb","Verbascum x ambiguum Lej., 1824",128672,"P"
"Verxbro","Verbascum x brockmuelleri Ruhmer, 1881",128678,"P"
"Verxdeb","Verbascum x debeauxii Gaut. ex Rouy, 1909",128682,"P"
"Verxden","Verbascum x denudatum Pfund, 1840",128684,"P"
"Verxfla","Verbascum x flagriforme Pfund, 1940",128687,"P"
"Verxflu","Verbascum x fluminense Nyman, 1889",128688,"P"
"Verxfre","Verbascum x freynianum Borbás, 1876",128690,"P"
"Verxgem","Verbascum x geminatum Freyn, 1876",128692,"P"
"Verxgod2","Verbascum x godronii Boreau, 1857",128694,"P"
"Verxhum","Verbascum x humnickii Franch., 1868",128697,"P"
"Verxhyb","Verbascum x hybridum Brot., 1804",128698,"P"
"Verxinc","Verbascum x incanum Gaudin, 1828",128699,"P"
"Verxint","Verbascum x interjectum Pfund, 1840",128700,"P"
"Verxint2","Verbascum x intermedium Rupr. ex Bercht. & Pfund, 1840",128701,"P"
"Verxker","Verbascum x kerneri Fritsch, 1888",128702,"P"
"Verxkil","Verbascum x killiasii Brügger, 1882",128703,"P"
"Verxlar","Verbascum x laramberguei Rouy, 1909",128705,"P"
"Verxlem","Verbascum x lemaitrei Boreau, 1868",128706,"P"
"Verxlem2","Verbascum x lemenciacum Rouy, 1909",128707,"P"
"Verxlib","Verbascum x liburnicum Borbás, 1889",128708,"P"
"Verxlon","Verbascum x longeracemosum Chaub., 1821",128709,"P"
"Verxmac2","Verbascum x macilentum Franch., 1868",128712,"P"
"Verxmar","Verbascum x martini Franch., 1868",128713,"P"
"Verxmix","Verbascum x mixtum Ramond ex DC., 1805",128714,"P"
"Verxnot","Verbascum x nothum W.D.J.Koch, 1838",128720,"P"
"Verxnur","Verbascum x nuriae Sennen, 1917",128617,"P"
"Verxpse","Verbascum x pseudoblattaria W.D.J.Koch, 1844",128724,"P"
"Verxpte","Verbascum x pterocaulon Franch., 1868",128725,"P"
"Verxram2","Verbascum x ramigerum Link ex Schrad., 1813",128727,"P"
"Verxram3","Verbascum x ramosissimum (Bastard) DC., 1815",128728,"P"
"Verxreg","Verbascum x regelianum Wirtg., 1857",128729,"P"
"Verxrus","Verbascum x ruscinonense Rouy, 1909",128732,"P"
"Verxsab","Verbascum x sabaudum Rouy, 1909",128733,"P"
"Verxsem","Verbascum x semialbum Chaub., 1821",128736,"P"
"Verxsub","Verbascum x subphlomoides Hausskn., 1887",128739,"P"
"Verxsub2","Verbascum x subsinuatum Rouy, 1909",128740,"P"
"Verxtha","Verbascum x thapsi L., 1763",128741,"P"
"Verlev","Verbascum levanticum I.K.Ferguson, 1971",160910,"M"
"Verlon2","Verbascum longifolium Ten., 1811",717692,"M"
"Verlyc","Verbascum lychnitis L., 1753",128602,"P"
"Vermuc","Verbascum mucronatum Lam., 1797",717896,"M"
"Vernig","Verbascum nigrum L., 1753",128615,"P"
"Vernignig","Verbascum nigrum subsp. nigrum L., 1753",142096,"P"
"Verori","Verbascum orientale (L.) All., 1785",128623,"I"
"Verova","Verbascum ovalifolium Donn ex Sims, 1807",717897,"M"
"Verphl","Verbascum phlomoides L., 1753",128627,"P"
"Verpho","Verbascum phoeniceum L., 1753",128628,"M"
"Verpin","Verbascum pinnatifidum Vahl, 1791",717898,"M"
"Verpul","Verbascum pulverulentum Vill., 1779",128633,"P"
"Verpyr","Verbascum pyramidatum M.Bieb., 1808",717693,"M"
"Versin","Verbascum sinuatum L., 1753",128651,"P"
"Verspe","Verbascum speciosum Schrad., 1809",717694,"M"
"Vertha","Verbascum thapsus L., 1753",128660,"P"
"Verthatha","Verbascum thapsus subsp. thapsus L., 1753",142111,"P"
"Verthamon","Verbascum thapsus subsp. montanum (Schrad.) Bonnier & Layens, 1894",142108,"P"
"Verund","Verbascum undulatum Lam., 1797",717899,"M"
"Vervir","Verbascum virgatum Stokes, 1787",128667,"P"
"Nuxpse","Nuxia pseudodentata Gilg, 1895",807428,"A"
"Nuxver","Nuxia verticillata Lam., 1791",706576,"A"
"Verbenaceae","Verbenaceae J.St.-Hil., 1805",187403,"P"
"Duranteae","Duranteae Benth., 1839",851964,"M"
"Duranta","Duranta L., 1753",446075,"M"
"Durere","Duranta erecta L., 1753",448497,"M"
"Lantaneae","Lantaneae Endl., 1838",851969,"P"
"Aloysia","Aloysia Paláu, 1784",189000,"M"
"Alocit","Aloysia citrodora Paláu, 1784",639101,"M"
"Lantana","Lantana L., 1753",193842,"I"
"Lancam","Lantana camara L., 1753 s.l.",104929,"I"
"Lancam2","Lantana camara L., 1753 s.s.",887007,"I"
"Lancamacu","Lantana camara subsp. aculeata (L.) R.W.Sanders, 2006",851948,"M"
"Lansec","Lantana sect. Lantana",851952,"P"
"Lipalb","Lippia alba (Mill.) N.E.Br. ex Britton & P.Wilson, 1925",630042,"A"
"Phyla","Phyla Lour., 1790",196188,"P"
"Phynod","Phyla nodiflora (L.) Greene, 1899",113294,"P"
"Phynodnod","Phyla nodiflora var. nodiflora (L.) Greene, 1899",718747,"P"
"Phynodmin","Phyla nodiflora var. minor (Gillies & Hook.) N.O'Leary & Múlgura, 2012",718746,"P"
"Petsul","Petrea sulphurea Jans.-Jac., 1988",735253,"A"
"Priveae","Priveae Briq., 1895",851967,"P"
"Pitraea","Pitraea Turcz., 1862",968994,"P"
"Pitcun","Pitraea cuneato-ovata (Cav.) Caro, 1961",968996,"M"
"Verbeneae","Verbeneae Dumort., 1829",851968,"P"
"Glandularia","Glandularia J.F.Gmel., 1792",705262,"M"
"Glaari","Glandularia aristigera (S.Moore) Tronc., 1968",706324,"M"
"Glabip","Glandularia bipinnatifida (Nutt.) Nutt., 1835",966167,"M"
"Glaxhyb","Glandularia x hybrida (Groenl. & Rümpler) G.L.Nesom & Pruski, 1992",932101,"M"
"Glaper","Glandularia peruviana (L.) Small, 1933",717213,"M"
"Verbena","Verbena L., 1753",198880,"P"
"Verbon","Verbena bonariensis L., 1753",128748,"M"
"Verbra2","Verbena bracteata Lag. & Rodr., 1801",611315,"I"
"Verbra3","Verbena brasiliensis Vell., 1829",706912,"I"
"Verinc","Verbena incompta P.W.Michael, 1995",717695,"I"
"Veroff2","Verbena officinalis L., 1753",128754,"P"
"Verrig","Verbena rigida Spreng., 1827",128758,"I"
"Versup","Verbena supina L., 1753",128762,"I"
"LauJus","Laurales Juss. ex Bercht. & J.Presl, 1820",593963,"P"
"Nemuaron","Nemuaron Baill., 1873",672694,"A"
"Nemvie","Nemuaron vieillardii (Baill.) Baill., 1873",674266,"A"
"Chipra","Chimonanthus praecox (L.) Link, 1822",991589,"M"
"Hercor","Hernandia cordigera Vieill., 1861",671126,"A"
"Herdra","Hernandia drakeana Nadeaud, 1899",448203,"A"
"Hermas","Hernandia mascarenensis (Meisn.) Kubitzki, 1969",706363,"A"
"Hernuk","Hernandia nukuhivensis F.Br., 1935",447262,"A"
"Herovisto","Hernandia ovigera subsp. stokesii (F.Br.) J.Florence, 1999",448829,"A"
"Spaaru","Sparattanthelium aruakorum Tutin, 1940",842920,"A"
"Lauraceae","Lauraceae Juss., 1789",187294,"P"
"Cinnamomeae","Cinnamomeae Nees, 1836",929355,"I"
"Aioimp","Aiouea impressa (Meisn.) Kosterm., 1938",733479,"A"
"Aioopa","Aiouea opaca van der Werff, 1995",733482,"A"
"Aniram","Aniba ramageana Mez, 1889",629076,"A"
"Cinnamomum","Cinnamomum Schaeff., 1760",445724,"M"
"Cinfal","Cinnamomum falcatum (Mez) R.A.Howard, 1981",629336,"A"
"Cingla","Cinnamomum glanduliferum (Wall.) Meisn., 1864",717141,"M"
"Dammar","Damburneya martinicensis (Mez) Trofimov, 2016",898055,"A"
"Licdeb","Licaria debilis (Mez) Kosterm., 1937",733513,"A"
"Licruf","Licaria rufotomentosa van der Werff, 2003",779689,"A"
"Necglo","Nectandra globosa (Aubl.) Mez, 1889",733522,"A"
"Ococom","Ocotea commutata (Nees) Mez, 1889",733532,"A"
"Ococom2","Ocotea comoriensis Kosterm., 1939",807430,"A"
"Ocodus","Ocotea dussii Mez, 1905",630240,"A"
"Ocoegg","Ocotea eggersiana Mez, 1889",630241,"A"
"Ocolhe","Ocotea lherminieri Mez, 1889",630248,"A"
"Ocomon","Ocotea montis-insulae van der Werff, 2011",929320,"A"
"Ocoobt","Ocotea obtusata (Nees) Kosterm., 1979",706584,"A"
"Rhoele","Rhodostemonodaphne elephantopus Madriñán, 1996",733561,"A"
"Rhogra","Rhodostemonodaphne grandis (Mez) Rohwer, 1986",766835,"A"
"Rholep","Rhodostemonodaphne leptoclada Madriñán, 1996",733563,"A"
"Rhomor","Rhodostemonodaphne morii Madriñán, 1996",733564,"A"
"Rhorev","Rhodostemonodaphne revolutifolia Madriñán, 1996",733566,"A"
"Rhoruf","Rhodostemonodaphne rufovirgata Madriñán, 1996",733567,"A"
"Rhosau","Rhodostemonodaphne saulensis Madriñán, 1996",733568,"A"
"Rhosca","Rhodostemonodaphne scandens Madriñán, 1996",733569,"A"
"Rhotum","Rhodostemonodaphne tumucumaquensis Madriñán, 2004",920663,"A"
"Umbellularia","Umbellularia (Nees) Nutt., 1842",198796,"I"
"Umbcal","Umbellularia californica (Hook. & Arn.) Nutt., 1842",160321,"M"
"Beihex","Beilschmiedia hexanthera van der Werff, 1995",779646,"A"
"Beineo","Beilschmiedia neocaledonica Kosterm., 1974",671345,"A"
"Beiore","Beilschmiedia oreophila Schltr., 1906",671346,"A"
"Cryadp","Cryptocarya adpressa Munzinger & McPherson, 2016",830266,"A"
"Cryari","Cryptocarya aristata Kosterm., 1974",673362,"A"
"Crybar","Cryptocarya barrabeae Munzinger & McPherson, 2016",830204,"A"
"Crybit","Cryptocarya bitriplinervia Kosterm., 1974",674422,"A"
"Crycha","Cryptocarya chartacea Kosterm., 1974",674049,"A"
"Crychr","Cryptocarya chrysea Munzinger & McPherson, 2016",830205,"A"
"Crycon","Cryptocarya conduplicata Munzinger & McPherson, 2021",1000906,"A"
"Cryell","Cryptocarya elliptica Schltr., 1906",673363,"A"
"Crygra","Cryptocarya gracilis Schltr., 1906",673364,"A"
"Crygui","Cryptocarya guillauminii Kosterm., 1961",674050,"A"
"Crylep","Cryptocarya leptospermoides Kosterm., 1974",673365,"A"
"Crylif","Cryptocarya lifuensis Guillaumin, 1925",673366,"A"
"Crylon","Cryptocarya longifolia Kosterm., 1974",674051,"A"
"Crymac","Cryptocarya mackeei Kosterm., 1974",673367,"A"
"Crymac2","Cryptocarya macrocarpa Guillaumin, 1926",673368,"A"
"Crymac3","Cryptocarya macrodesme Schltr., 1906",673369,"A"
"Cryodo","Cryptocarya odorata Guillaumin, 1925",674052,"A"
"Cryoub","Cryptocarya oubatchensis Schltr., 1906",673370,"A"
"Cryovo","Cryptocarya ovoidea Munzinger & McPherson, 2021",1000905,"A"
"Cryphy","Cryptocarya phyllostemon Kosterm., 1974",673371,"A"
"Cryplu","Cryptocarya pluricostata Kosterm., 1974",674053,"A"
"Crysch","Cryptocarya schmidii Kosterm., 1974",673372,"A"
